Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open Qty,Price,Extended Price,Item Cost ,Material Cost,Material OH Cost,Resource Cost,Overhead Cost,OSP Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4
YT333089-901,MACH CSTG TANK 4P 12.62 24.56 - GRAY IRON GMLG#40046623,1,YTS-DOMESTIC,561490,1,16-JUN-20,16-JUN-20,14-AUG-20,08-SEP-20,04-SEP-20,04-SEP-20,2,"1,347.00","2,694.00",888.23,621.98,,52.73,175.52,38.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT333089-901,MACH CSTG TANK 4P 12.62 24.56 - GRAY IRON GMLG#40046623,1,YTS-DOMESTIC,561685,1,15-JUL-20,15-JUL-20,16-JUL-20,07-OCT-20,02-OCT-20,02-OCT-20,3,535.00,"1,605.00",888.23,621.98,,52.73,175.52,38.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT333089-901,MACH CSTG TANK 4P 12.62 24.56 - GRAY IRON GMLG#40046623,1,YTS-DOMESTIC,561939,1,18-AUG-20,18-AUG-20,20-AUG-20,06-NOV-20,30-OCT-20,30-OCT-20,3,535.00,"1,605.00",888.23,621.98,,52.73,175.52,38.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT333095-901,GASKET RECT - 21.938 12.375 .131 TN9000,1,YTS-DOMESTIC,561854,1,04-AUG-20,04-AUG-20,06-AUG-20,08-SEP-20,04-SEP-20,04-SEP-20,5,19.00,95.00,9.24,7.99,,0.25,1.00,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT333095-901,GASKET RECT - 21.938 12.375 .131 TN9000,1,YTS-DOMESTIC,561855,1,04-AUG-20,04-AUG-20,06-AUG-20,08-SEP-20,04-SEP-20,04-SEP-20,9,19.00,171.00,9.24,7.99,,0.25,1.00,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT338647-901,GASKET RECT - 48.750 10.500 .062 TN9000,1,YTS-DOMESTIC,561739,1,06-AUG-20,21-JUL-20,06-AUG-20,24-AUG-20,21-AUG-20,21-AUG-20,2,62.00,124.00,36.19,26.46,,1.90,7.82,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT339920,HIF-730-H01-1P - ABG-14 CU TBG KMTSU-DRSR,5,YTS-DOMESTIC,560207,1,21-FEB-20,21-FEB-20,09-JUN-20,21-SEP-20,15-SEP-20,15-SEP-20,1,"2,141.00","2,141.00","1,754.62",664.01,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT339920,HIF-730-H01-1P - ABG-14 CU TBG KMTSU-DRSR,5,YTS-DOMESTIC,560489,1,16-MAR-20,16-MAR-20,09-JUN-20,29-SEP-20,21-SEP-20,21-SEP-20,11,"2,141.00","23,551.00","1,754.62",664.01,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT339920,HIF-730-H01-1P - ABG-14 CU TBG KMTSU-DRSR,5,YTS-DOMESTIC,560893,1,17-APR-20,17-APR-20,23-JUN-20,02-NOV-20,27-OCT-20,27-OCT-20,7,"2,141.00","14,987.00","1,754.62",664.01,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT339920,HIF-730-H01-1P - ABG-14 CU TBG KMTSU-DRSR,5,YTS-DOMESTIC,560924,1,21-APR-20,21-APR-20,10-AUG-20,12-NOV-20,06-NOV-20,06-NOV-20,2,"2,141.00","4,282.00","1,754.62",664.01,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT339920,HIF-730-H01-1P - ABG-14 CU TBG KMTSU-DRSR,5,YTS-DOMESTIC,561144,1,12-MAY-20,12-MAY-20,26-MAY-20,24-NOV-20,17-NOV-20,17-NOV-20,3,"2,141.00","6,423.00","1,754.62",664.01,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT339920,HIF-730-H01-1P - ABG-14 CU TBG KMTSU-DRSR,5,YTS-DOMESTIC,561178,1,15-MAY-20,15-MAY-20,29-JUN-20,24-NOV-20,18-NOV-20,18-NOV-20,4,"2,141.00","8,564.00","1,754.62",664.01,,193.15,897.47,,KOMATSU MINING,C/O G & D INTEGRATED,9000 N. UNIVERSITY,"Peoria,IL 61615 - US",
YT339920,HIF-730-H01-1P - ABG-14 CU TBG KMTSU-DRSR,5,YTS-DOMESTIC,561618,1,06-JUL-20,06-JUL-20,07-JUL-20,29-DEC-20,21-DEC-20,21-DEC-20,5,"2,141.00","10,705.00","1,754.62",664.01,,193.15,897.47,,KOMATSU MINING,2300 NE ADAMS STREET,BLDG FF,"PEORIA,IL 61639 - US",
YT339920,HIF-730-H01-1P - ABG-14 CU TBG KMTSU-DRSR,5,YTS-DOMESTIC,561658,1,10-JUL-20,10-JUL-20,14-JUL-20,05-JAN-21,30-DEC-20,30-DEC-20,1,"2,141.00","2,141.00","1,754.62",664.01,,193.15,897.47,,KOMATSU MINING,2300 NE ADAMS STREET,BLDG FF,"PEORIA,IL 61639 - US",
YT343007-901,CORE TANKS SIDES MWC156FR (G/E),4,YTS-DOMESTIC,561955,1,19-AUG-20,19-AUG-20,20-AUG-20,09-OCT-20,30-OCT-20,30-OCT-20,1,"14,210.00","14,210.00","5,536.72","3,775.13",,370.95,"1,390.65",0.00,DELTA PARTS & EQUIPMENT INC,NO. 317 - 515A SOUTH FRY ROAD,"Katy,TX 77450-9100 - US",,
YT345367,HOCS 2000 ELEC,3,YTS-DOMESTIC,561078,1,06-MAY-20,06-MAY-20,19-JUN-20,20-NOV-20,13-NOV-20,13-NOV-20,1,"52,700.00","52,700.00","28,706.71","23,911.14",,829.96,"3,277.12",688.50,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,
YT348431-901,HSG CLG TANK ASY - GMLG 9326695 EMD,1,YTS-DOMESTIC,561948,1,19-AUG-20,19-AUG-20,20-AUG-20,30-SEP-20,09-OCT-20,09-OCT-20,2,865.69,"1,731.38",984.81,395.40,,115.53,473.89,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT348436,OIL CLR ASM - 8417756 GMLG DSL-DIV,8,YTS-DOMESTIC,561627,1,06-AUG-20,07-JUL-20,20-AUG-20,12-OCT-20,09-OCT-20,09-OCT-20,2,"5,022.00","10,592.00","6,052.06","3,225.43",,516.67,"2,309.96",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT348501,OIL CLR ASM - 40082682 GMLG DSL-DIV,8,YTS-DOMESTIC,561535,1,10-AUG-20,23-JUN-20,21-AUG-20,28-AUG-20,21-AUG-20,21-AUG-20,1,"5,016.00","5,363.00","6,376.99","3,305.55",,552.73,"2,518.71",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT348551,OIL CLR ASM - 40062644 GMLG DSL-DIV,8,YTS-DOMESTIC,561769,1,05-AUG-20,24-JUL-20,05-AUG-20,22-DEC-20,18-DEC-20,18-DEC-20,1,"5,880.00","6,345.00","6,155.97","4,178.23",,365.31,"1,612.43",,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT348828,HIF1635-H01-1P - ABG-26 BRRD TBE WO/BON GE,5,YTS-DOMESTIC,561905,1,13-AUG-20,13-AUG-20,18-AUG-20,07-DEC-20,04-DEC-20,04-DEC-20,1,"6,074.00","6,074.00","3,813.71","1,565.15",,291.46,"1,357.10",600.00,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,
YT349810,F-302-EY-4P-CNT-B-S,T,YTS-INTERNATIONAL,561873,5,07-AUG-20,07-AUG-20,11-AUG-20,25-SEP-20,18-SEP-20,18-SEP-20,3,903.96,"2,711.88",830.31,337.96,,93.10,399.25,,DOUGLAS THERMAL PRODUCTS,1205 TWINNEY DRIVE #10,"NEWMARKET,CANADA L3Y 9C9 - CA",,
YT350797-901,CORE TANKS SIDES AXBS 126 - 51.30 44.62,4,YTS-DOMESTIC,561925,1,13-AUG-20,13-AUG-20,18-AUG-20,23-OCT-20,22-OCT-20,22-OCT-20,2,"6,020.00","12,040.00","3,611.12","1,830.94",,376.11,"1,404.07",,C H BULL CO,POINT LOMA WAREHOUSE,1902 GATCHELL ROAD,"San Diego,CA 92106 - US",
YT351889,CAC ABW 1620,10,YTS-DOMESTIC,561613,1,02-JUL-20,02-JUL-20,07-JUL-20,25-SEP-20,18-SEP-20,18-SEP-20,3,"18,044.00","54,132.00","9,958.70","3,700.80",,"1,151.46","5,106.43",,FAIRBANKS MORSE ENG DIV,FAIRBANKS MORSE LLC,701 WHITE AVENUE,"Beloit,WI 53511 - US",
YT351990-901,GASKET 9.00 16.97 .062 TN9000,1,YTS-DOMESTIC,561808,1,05-AUG-20,29-JUL-20,05-AUG-20,02-SEP-20,28-AUG-20,28-AUG-20,30,36.00,"1,080.00",17.47,6.60,,2.12,8.75,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT352170,OIL CLR ASM - 9560308 GMLG-DSL DIV,8,YTS-INTERNATIONAL,560291,7,26-FEB-20,23-JUL-20,23-JUL-20,15-JUL-20,10-JUL-20,10-JUL-20,1,"5,586.00","5,586.00","5,338.54","3,218.33",,378.11,"1,674.10",68.00,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT352170,OIL CLR ASM - 9560308 GMLG-DSL DIV,8,YTS-INTERNATIONAL,560291,9,26-FEB-20,14-MAY-20,20-AUG-20,15-JUL-20,16-OCT-20,16-OCT-20,4,"5,586.00","22,344.00","5,338.54","3,218.33",,378.11,"1,674.10",68.00,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT352170,OIL CLR ASM - 9560308 GMLG-DSL DIV,8,YTS-DOMESTIC,561947,1,19-AUG-20,19-AUG-20,20-AUG-20,31-AUG-20,16-OCT-20,16-OCT-20,1,"5,206.00","5,206.00","5,338.54","3,218.33",,378.11,"1,674.10",68.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT352170,OIL CLR ASM - 9560308 GMLG-DSL DIV,8,YTS-DOMESTIC,561946,1,19-AUG-20,19-AUG-20,20-AUG-20,25-AUG-20,16-OCT-20,16-OCT-20,1,"5,206.00","5,206.00","5,338.54","3,218.33",,378.11,"1,674.10",68.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT352170,OIL CLR ASM - 9560308 GMLG-DSL DIV,8,YTS-INTERNATIONAL,560291,8,26-FEB-20,12-MAR-20,20-AUG-20,14-AUG-20,06-NOV-20,06-NOV-20,12,"5,586.00","67,032.00","5,338.54","3,218.33",,378.11,"1,674.10",68.00,AWC MANUFACTURING INC.,141 GRIFFITH ROAD,"STRATFORD,ONTARIO N5A 6S4 - CA",,
YT352171C,HSG CLG TANK ASY - GMLG 9557095,CH,YTS-DOMESTIC,561761,1,23-JUL-20,23-JUL-20,20-AUG-20,07-AUG-20,28-AUG-20,28-AUG-20,1,0.00,0.00,497.00,497.00,,,,,YOUNG TOUCHSTONE,1000 YOUNG DRIVE,"LEXINGTON,TN 38351-9231 - US",,
YT352172,CSTG TANK BOT 14.00 40.50 CST IRON GMLG#9318129,LWM,YTS-DOMESTIC,561761,2,23-JUL-20,23-JUL-20,20-AUG-20,07-AUG-20,28-AUG-20,28-AUG-20,1,0.00,0.00,809.77,499.00,,48.96,261.81,,YOUNG TOUCHSTONE,1000 YOUNG DRIVE,"LEXINGTON,TN 38351-9231 - US",,
YT352175,GASKET RECT - GMLG 9570895,GK,YTS-DOMESTIC,561761,3,23-JUL-20,23-JUL-20,20-AUG-20,07-AUG-20,28-AUG-20,28-AUG-20,1,0.00,0.00,72.38,72.38,,,,,YOUNG TOUCHSTONE,1000 YOUNG DRIVE,"LEXINGTON,TN 38351-9231 - US",,
YT352185,CLOSE NIPPLE - GMLG 8060954,PI,YTS-DOMESTIC,561761,4,23-JUL-20,23-JUL-20,20-AUG-20,07-AUG-20,28-AUG-20,28-AUG-20,1,0.00,0.00,1.98,1.98,,,,,YOUNG TOUCHSTONE,1000 YOUNG DRIVE,"LEXINGTON,TN 38351-9231 - US",,
YT357206,XSF-301-HR-2P,7,YTS-DOMESTIC,561778,1,27-JUL-20,27-JUL-20,06-AUG-20,20-AUG-20,11-SEP-20,11-SEP-20,4,"2,424.20","9,696.80","1,052.70",267.24,,145.73,639.73,,C H BULL CO,2218 MASTERS ROAD,"Carlsbad,CA 92008 - US",,
YT359570,HIF1246-H05-1P-F - ABGP 18 CU TBE EUCLID-HIT,5,YTS-DOMESTIC,561281,1,27-MAY-20,27-MAY-20,28-MAY-20,15-SEP-20,28-AUG-20,28-AUG-20,3,"5,225.00","15,675.00","3,697.57","1,909.98",,320.57,"1,467.02",,HITACHI CONSTRUCTION,TRUCK MFG LTD,C/O GEODIS,"Plainfield,IN 46168 - US",
YT362067,CAC AV 8.5-4 - 316 SS W/ALUM FIN ALODINE,10,YTS-DOMESTIC,561257,1,26-MAY-20,26-MAY-20,27-MAY-20,21-AUG-20,04-SEP-20,04-SEP-20,3,"25,518.00","76,554.00","21,269.22","13,858.09",,"1,034.05","4,487.08","1,890.00",FAIRBANKS MORSE ENG DIV,FAIRBANKS MORSE LLC,701 WHITE AVENUE,"Beloit,WI 53511 - US",
YT362067,CAC AV 8.5-4 - 316 SS W/ALUM FIN ALODINE,10,YTS-DOMESTIC,561470,1,16-JUN-20,16-JUN-20,18-JUN-20,02-SEP-20,18-SEP-20,18-SEP-20,6,"25,518.00","153,108.00","21,269.22","13,858.09",,"1,034.05","4,487.08","1,890.00",FAIRBANKS MORSE ENG DIV,FAIRBANKS MORSE LLC,701 WHITE AVENUE,"Beloit,WI 53511 - US",
YT362067,CAC AV 8.5-4 - 316 SS W/ALUM FIN ALODINE,10,YTS-DOMESTIC,561880,1,07-AUG-20,07-AUG-20,07-AUG-20,07-AUG-20,02-OCT-20,02-OCT-20,1,"25,518.00","25,518.00","21,269.22","13,858.09",,"1,034.05","4,487.08","1,890.00",FAIRBANKS MORSE ENG DIV,FAIRBANKS MORSE LLC,701 WHITE AVENUE,"Beloit,WI 53511 - US",
YT363978-816,GASKET RECT - 18.250 7.000 .062 TN9000,1,YTS-DOMESTIC,561524,1,06-AUG-20,22-JUN-20,06-AUG-20,28-AUG-20,21-AUG-20,21-AUG-20,4,46.00,184.00,63.72,23.35,,12.26,28.12,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT363978-816,GASKET RECT - 18.250 7.000 .062 TN9000,1,YTS-DOMESTIC,561562,1,06-AUG-20,26-JUN-20,06-AUG-20,28-AUG-20,24-AUG-20,24-AUG-20,13,46.00,598.00,63.72,23.35,,12.26,28.12,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT363978-816,GASKET RECT - 18.250 7.000 .062 TN9000,1,YTS-DOMESTIC,561564,1,06-AUG-20,26-JUN-20,06-AUG-20,28-AUG-20,24-AUG-20,24-AUG-20,13,46.00,598.00,63.72,23.35,,12.26,28.12,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT363978-816,GASKET RECT - 18.250 7.000 .062 TN9000,1,YTS-DOMESTIC,561565,1,06-AUG-20,26-JUN-20,06-AUG-20,28-AUG-20,24-AUG-20,24-AUG-20,8,46.00,368.00,63.72,23.35,,12.26,28.12,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT363978-816,GASKET RECT - 18.250 7.000 .062 TN9000,1,YTS-DOMESTIC,561561,1,06-AUG-20,26-JUN-20,06-AUG-20,28-AUG-20,24-AUG-20,24-AUG-20,13,46.00,598.00,63.72,23.35,,12.26,28.12,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT363978-816,GASKET RECT - 18.250 7.000 .062 TN9000,1,YTS-DOMESTIC,561768,1,05-AUG-20,24-JUL-20,05-AUG-20,01-OCT-20,25-SEP-20,25-SEP-20,10,46.00,460.00,63.72,23.35,,12.26,28.12,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT365039,CAC ABVE 14-11 4P - W/ FABRICATED SIDES,6,YTS-INTERNATIONAL,561206,1,19-MAY-20,21-AUG-20,21-AUG-20,26-AUG-20,19-AUG-20,19-AUG-20,3,"1,367.00","4,101.00","1,063.58",459.53,,139.25,464.80,,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365039,CAC ABVE 14-11 4P - W/ FABRICATED SIDES,6,YTS-INTERNATIONAL,561206,1,19-MAY-20,19-MAY-20,21-AUG-20,26-AUG-20,19-AUG-20,19-AUG-20,6,"1,367.00","8,202.00","1,063.58",459.53,,139.25,464.80,,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365041,CAC ABVE 16-12 4P,6,YTS-INTERNATIONAL,561334,1,01-JUN-20,01-JUN-20,02-JUN-20,17-SEP-20,10-SEP-20,10-SEP-20,14,"2,694.00","37,716.00","2,552.95",740.97,,348.68,"1,463.31",,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365065,HIF-744-H01-2P-F,5,YTS-INTERNATIONAL,561471,1,16-JUN-20,21-AUG-20,21-AUG-20,02-SEP-20,26-AUG-20,26-AUG-20,2,"2,032.00","4,064.00","1,864.68",696.24,,189.67,883.77,95.00,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365065,HIF-744-H01-2P-F,5,YTS-INTERNATIONAL,561471,1,16-JUN-20,21-AUG-20,21-AUG-20,02-SEP-20,26-AUG-20,26-AUG-20,2,"2,032.00","4,064.00","1,864.68",696.24,,189.67,883.77,95.00,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365065,HIF-744-H01-2P-F,5,YTS-INTERNATIONAL,561471,1,16-JUN-20,21-AUG-20,21-AUG-20,02-SEP-20,26-AUG-20,26-AUG-20,2,"2,032.00","4,064.00","1,864.68",696.24,,189.67,883.77,95.00,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365065,HIF-744-H01-2P-F,5,YTS-INTERNATIONAL,561471,1,16-JUN-20,21-AUG-20,21-AUG-20,02-SEP-20,26-AUG-20,26-AUG-20,2,"2,032.00","4,064.00","1,864.68",696.24,,189.67,883.77,95.00,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365065,HIF-744-H01-2P-F,5,YTS-INTERNATIONAL,561471,1,16-JUN-20,16-JUN-20,21-AUG-20,02-SEP-20,26-AUG-20,26-AUG-20,2,"2,032.00","4,064.00","1,864.68",696.24,,189.67,883.77,95.00,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365065,HIF-744-H01-2P-F,5,YTS-INTERNATIONAL,561471,1,16-JUN-20,21-AUG-20,21-AUG-20,02-SEP-20,26-AUG-20,26-AUG-20,2,"2,032.00","4,064.00","1,864.68",696.24,,189.67,883.77,95.00,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365065,HIF-744-H01-2P-F,5,YTS-INTERNATIONAL,561471,1,16-JUN-20,21-AUG-20,21-AUG-20,02-SEP-20,26-AUG-20,26-AUG-20,2,"2,032.00","4,064.00","1,864.68",696.24,,189.67,883.77,95.00,DISTRIBUTED POWER - WAUKESHA GAS ENGINES,CANADA COMPANY,200 BUCKNER ROAD,"WELLAND,CANADA L3B 5N4 - CA",
YT365130,OCS 1000D 208-230/460V TEFC MTR,3,YTS-DOMESTIC,561871,1,06-AUG-20,06-AUG-20,11-AUG-20,06-AUG-20,11-SEP-20,11-SEP-20,1,"8,011.00","8,011.00","4,097.93","1,685.19",,490.18,"1,922.57",0.00,GREER INDUSTRIES INC,5630 EARL L CORE ROAD,"MORGANTOWN,WV 26508 - US",,
YT365240,OCS 450D (E) LESS MTR,3,YTS-DOMESTIC,561595,1,01-JUL-20,01-JUL-20,02-JUL-20,03-SEP-20,27-AUG-20,27-AUG-20,1,"3,325.00","3,325.00","1,595.77",590.66,,203.98,801.13,0.00,GS GLOBAL RESOURCES,912 PERKINS DRIVE,"Mukwonago,WI 53149 - US",,
YT365326,OCS 600D 208-230/460V TEFC MTR,3,YTS-DOMESTIC,561875,1,07-AUG-20,07-AUG-20,11-AUG-20,14-AUG-20,11-SEP-20,11-SEP-20,1,"3,906.62","3,906.62","3,302.06","1,214.81",,426.27,"1,660.99",0.00,DEHN ENGINEERING SALES CO,8849 W WYOMING ROAD,"Rathdrum,ID 83858 - US",,
YT365349,OCS 600D (E) LESS MTR,3,YTS-DOMESTIC,561826,1,30-JUL-20,30-JUL-20,31-JUL-20,21-OCT-20,21-OCT-20,21-OCT-20,2,"3,742.00","7,484.00","2,668.14",740.13,,394.19,"1,533.82",0.00,NORMAN EQUIPMENT,16150 WEST ROGERS DRIVE,"New Berlin,WI 53151 - US",,
YT365442,F-502-DY-4P-CNT-B-S,T,YTS-INTERNATIONAL,561873,2,07-AUG-20,07-AUG-20,11-AUG-20,25-SEP-20,18-SEP-20,18-SEP-20,4,"1,523.96","6,095.84","1,333.28",621.32,,135.45,576.51,,DOUGLAS THERMAL PRODUCTS,1205 TWINNEY DRIVE #10,"NEWMARKET,CANADA L3Y 9C9 - CA",,
YT365477,OCS 300E,3,YTS-DOMESTIC,561766,1,24-JUL-20,24-JUL-20,28-JUL-20,01-SEP-20,18-SEP-20,18-SEP-20,2,"3,045.00","6,090.00","2,704.03",874.19,,357.01,"1,392.83",80.00,PIONEER MACHINERY AND SUPPLY,901 SOUTH TATE ST,"CORINTH,MS 38834 - US",,
YT365735,OCS 2000D 208-230/460 TEFC MTR,3,YTS-DOMESTIC,561863,1,05-AUG-20,05-AUG-20,06-AUG-20,05-AUG-20,03-OCT-20,03-OCT-20,1,"8,728.36","8,728.36","6,013.54","3,006.84",,606.08,"2,400.52",0.10,NORMAN EQUIPMENT,16150 WEST ROGERS DRIVE,"New Berlin,WI 53151 - US",,
YT404601-150,"3/8-16 GR8 FLANGED BOLT - 1.50"" LONG",FS,YTS-INTERNATIONAL,561550,1,25-JUN-20,25-JUN-20,01-JUL-20,23-NOV-20,28-AUG-20,28-AUG-20,1000,0.37,370.00,0.29,0.29,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT404601-150,"3/8-16 GR8 FLANGED BOLT - 1.50"" LONG",FS,YTS-INTERNATIONAL,561912,1,13-AUG-20,13-AUG-20,13-AUG-20,17-DEC-20,16-OCT-20,16-OCT-20,1000,0.37,370.00,0.29,0.29,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT404601-175,"3/8-16 GR8 FLANGED BOLT - 1.75"" LONG",FS,YTS-INTERNATIONAL,561791,1,27-JUL-20,27-JUL-20,27-JUL-20,20-NOV-20,18-SEP-20,18-SEP-20,1300,0.98,"1,274.00",0.76,0.76,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT404601-175,"3/8-16 GR8 FLANGED BOLT - 1.75"" LONG",FS,YTS-INTERNATIONAL,559287,1,10-DEC-19,10-DEC-19,28-JUL-20,22-JAN-21,04-DEC-20,04-DEC-20,67,0.98,65.66,0.76,0.76,,,,,WABTEC BRASIL FABRICA‚ÌO E MANUTEN‚ÌO DE EQUIPAMENTOS LTDA.,AV. GENERAL DAVID SARNOFF,"CIDADE INDUSTRIAL, 4600","CONTAGEM/MG, 32210-110 - BR",
YT404602-100-D,"1/2-13 GR8 FLANGED BOLT - 1.00"" LONG DICHROMATE PLATED",FS,YTS-DOMESTIC,561931,2,17-AUG-20,17-AUG-20,18-AUG-20,17-AUG-20,28-AUG-20,28-AUG-20,4,3.00,12.00,0.31,0.31,,,,,NAVAL AIR WARFARE CENTER,AIRCRAFT DIVISION,ROUTE 547 BLDG 148  MCC1,"Lakehurst,NJ 08733 - US",
YT404602-150-D,"1/2-13 GR8 FLANGED BOLT - 1.50"" LONG DICHROMATE PLATED",FS,YTS-DOMESTIC,561931,3,17-AUG-20,17-AUG-20,18-AUG-20,17-AUG-20,28-AUG-20,28-AUG-20,6,3.00,18.00,0.41,0.41,,,,,NAVAL AIR WARFARE CENTER,AIRCRAFT DIVISION,ROUTE 547 BLDG 148  MCC1,"Lakehurst,NJ 08733 - US",
